,Date,SessionTime,DriverAhead,DistanceToDriverAhead,Time,RPM,Speed,nGear,Throttle,Brake,DRS,Source,Distance,RelativeDistance,Status,X,Y,Z
456,2024-09-01 14:17:59.410,0 days 02:10:15.491000,81,283.39388888888584,0 days 00:00:59.257000,10752,223,5,99,False,0,pos,3988.585160290014,0.694865442660769,OnTrack,2408,5111,1901
457,2024-09-01 14:17:59.596,0 days 02:10:15.677000,81,285.5272222222193,0 days 00:00:59.443000,10635,226,6,99,False,0,car,4000.2944444444465,0.6969053582173468,OnTrack,2351,5010,1900
458,2024-09-01 14:17:59.650,0 days 02:10:15.731000,81,287.35638888888604,0 days 00:00:59.497000,10725,228,6,99,False,0,pos,4003.7483444670547,0.6975070742824842,OnTrack,2333,4983,1900
459,2024-09-01 14:17:59.810,0 days 02:10:15.891000,81,289.1855555555528,0 days 00:00:59.657000,10815,230,6,99,False,0,pos,4014.1314754707064,0.6993159560365679,OnTrack,2271,4902,1899
460,2024-09-01 14:17:59.910,0 days 02:10:15.991000,81,291.0147222222196,0 days 00:00:59.757000,10905,232,6,99,False,0,pos,4020.704839307188,0.7004611248592076,OnTrack,2229,4852,1899
461,2024-09-01 14:18:00.035,0 days 02:10:16.116000,81,292.84388888888634,0 days 00:00:59.882000,10996,235,6,100,False,0,car,4028.951388888891,0.7018977852526131,OnTrack,2171,4792,1898
462,2024-09-01 14:18:00.090,0 days 02:10:16.171000,81,294.1327777777756,0 days 00:00:59.937000,11003,237,6,99,False,0,pos,4032.5903301167914,0.7025317379966377,OnTrack,2146,4766,1899
463,2024-09-01 14:18:00.195,0 days 02:10:16.276000,81,295.4216666666648,0 days 00:01:00.042000,11010,239,6,99,False,0,car,4039.573611111113,0.70374831992841,OnTrack,2095,4715,1899
464,2024-09-01 14:18:00.310,0 days 02:10:16.391000,81,296.6661111111091,0 days 00:01:00.157000,11143,241,6,99,False,0,pos,4047.318510574003,0.7050975860910642,OnTrack,2042,4660,1899
465,2024-09-01 14:18:00.355,0 days 02:10:16.436000,81,297.9105555555534,0 days 00:01:00.202000,11277,243,6,99,False,0,car,4050.373611111113,0.705629825895852,OnTrack,2022,4637,1898
466,2024-09-01 14:18:00.510,0 days 02:10:16.591000,81,299.9105555555536,0 days 00:01:00.357000,11334,245,6,99,False,0,pos,4060.9934223216383,0.7074799405408253,OnTrack,1958,4558,1898
467,2024-09-01 14:18:00.710,0 days 02:10:16.791000,81,301.9105555555537,0 days 00:01:00.557000,11391,247,6,99,False,0,pos,4074.89084247824,0.7099010589627415,OnTrack,1888,4443,1898
468,2024-09-01 14:18:00.755,0 days 02:10:16.836000,81,303.91055555555386,0 days 00:01:00.602000,11449,249,6,99,False,0,car,4078.0402777777795,0.7104497331581262,OnTrack,1874,4415,1898
469,2024-09-01 14:18:00.950,0 days 02:10:17.031000,81,305.643888888887,0 days 00:01:00.797000,10965,251,6,99,False,0,pos,4091.7811930014864,0.712843586305489,OnTrack,1825,4286,1898
470,2024-09-01 14:18:00.995,0 days 02:10:17.076000,81,307.3772222222201,0 days 00:01:00.842000,10481,254,7,99,False,0,car,4094.973611111113,0.7133997486873255,OnTrack,1815,4254,1897
471,2024-09-01 14:18:01.130,0 days 02:10:17.211000,81,308.4661111111084,0 days 00:01:00.977000,10460,255,7,99,False,0,pos,4104.602030257539,0.7150771494355692,OnTrack,1791,4160,1897
472,2024-09-01 14:18:01.155,0 days 02:10:17.236000,81,309.55499999999665,0 days 00:01:01.002000,10440,257,7,99,False,0,car,4106.395833333336,0.7153896541755256,OnTrack,1786,4142,1896
473,2024-09-01 14:18:01.390,0 days 02:10:17.471000,81,311.154999999997,0 days 00:01:01.237000,10445,259,7,99,False,0,pos,4123.430448484028,0.7183573143661834,OnTrack,1754,3974,1896
474,2024-09-01 14:18:01.395,0 days 02:10:17.476000,81,312.7549999999974,0 days 00:01:01.242000,10451,261,7,99,False,0,car,4123.795833333335,0.7184209693452932,OnTrack,1753,3970,1895
475,2024-09-01 14:18:01.590,0 days 02:10:17.671000,81,315.0549999999971,0 days 00:01:01.437000,10632,263,7,99,False,0,pos,4138.134870445438,0.7209190234095333,OnTrack,1736,3828,1896
476,2024-09-01 14:18:01.755,0 days 02:10:17.836000,81,317.35499999999683,0 days 00:01:01.602000,10814,266,7,99,False,0,car,4150.395833333336,0.7230550488576967,OnTrack,1726,3717,1895
477,2024-09-01 14:18:01.850,0 days 02:10:17.931000,81,318.3105555555521,0 days 00:01:01.697000,10864,268,7,99,False,0,pos,4157.5058553906265,0.7242937107956077,OnTrack,1719,3634,1895
478,2024-09-01 14:18:01.915,0 days 02:10:17.996000,81,319.2661111111074,0 days 00:01:01.762000,10914,270,7,99,False,0,car,4162.395833333336,0.7251456110437434,OnTrack,1712,3561,1894
479,2024-09-01 14:18:02.050,0 days 02:10:18.131000,81,321.3161111111076,0 days 00:01:01.897000,10957,272,7,99,False,0,pos,4172.62472511609,0.726927622240926,OnTrack,1698,3407,1893
480,2024-09-01 14:18:02.275,0 days 02:10:18.356000,81,323.3661111111078,0 days 00:01:02.122000,11000,275,7,99,False,0,car,4189.895833333336,0.7299364827201004,OnTrack,1686,3287,1893
481,2024-09-01 14:18:02.370,0 days 02:10:18.451000,81,324.4920370370334,0 days 00:01:02.217000,11110,277,7,99,False,0,pos,4197.2740980540375,0.7312218761554121,OnTrack,1681,3233,1893
482,2024-09-01 14:18:02.570,0 days 02:10:18.651000,81,325.617962962959,0 days 00:01:02.417000,11220,279,7,99,False,0,pos,4212.917983038704,0.7339472523547294,OnTrack,1664,3060,1892
483,2024-09-01 14:18:02.595,0 days 02:10:18.676000,81,326.7438888888846,0 days 00:01:02.442000,11330,281,7,99,False,0,car,4214.873611111114,0.734287949196242,OnTrack,1661,3038,1891
484,2024-09-01 14:18:02.755,0 days 02:10:18.836000,81,328.3883333333306,0 days 00:01:02.602000,11420,282,7,99,False,0,car,4227.406944444447,0.736471425257224,OnTrack,1649,2914,1891
485,2024-09-01 14:18:02.810,0 days 02:10:18.891000,81,329.3374999999969,0 days 00:01:02.657000,11462,284,7,99,False,0,pos,4231.750228068642,0.7372280839662253,OnTrack,1646,2872,1891
486,2024-09-01 14:18:02.956,0 days 02:10:19.037000,81,330.2866666666632,0 days 00:01:02.803000,11505,286,7,99,False,0,car,4243.37527777778,0.739253324743962,OnTrack,1635,2755,1890
487,2024-09-01 14:18:03.009,0 days 02:10:19.090000,81,330.9755555555521,0 days 00:01:02.856000,11534,287,7,99,False,0,pos,4247.621817590533,0.739993129373469,OnTrack,1632,2714,1890
488,2024-09-01 14:18:03.169,0 days 02:10:19.250000,81,331.66444444444096,0 days 00:01:03.016000,11564,288,7,99,False,0,pos,4260.52110906088,0.7422403602880274,OnTrack,1621,2587,1889
489,2024-09-01 14:18:03.196,0 days 02:10:19.277000,81,332.35333333332983,0 days 00:01:03.043000,11594,290,7,99,False,0,car,4262.708611111114,0.7426214527103706,OnTrack,1618,2561,1888
490,2024-09-01 14:18:03.509,0 days 02:10:19.590000,81,333.5977777777739,0 days 00:01:03.356000,10905,292,7,99,False,0,pos,4288.26719177906,0.7470741028998231,OnTrack,1588,2231,1886
491,2024-09-01 14:18:03.516,0 days 02:10:19.597000,81,334.84222222221797,0 days 00:01:03.363000,10217,294,7,99,False,0,car,4288.841944444447,0.7471742325822055,OnTrack,1587,2225,1885
492,2024-09-01 14:18:03.676,0 days 02:10:19.757000,81,336.0422222222169,0 days 00:01:03.523000,10486,296,8,99,False,0,car,4301.997500000003,0.7494661081639457,OnTrack,1579,2133,1885
493,2024-09-01 14:18:03.836,0 days 02:10:19.917000,81,337.2422222222185,0 days 00:01:03.683000,10489,296,8,99,False,0,car,4315.153055555558,0.7517579837456857,OnTrack,1571,2045,1885
494,2024-09-01 14:18:03.869,0 days 02:10:19.950000,81,338.175555555551,0 days 00:01:03.716000,10569,298,8,99,False,0,pos,4317.885024518102,0.7522339296628978,OnTrack,1569,2018,1885
495,2024-09-01 14:18:04.116,0 days 02:10:20.197000,81,339.1088888888835,0 days 00:01:03.963000,10649,301,8,99,False,0,car,4338.56416666667,0.7558365157142046,OnTrack,1544,1747,1884
496,2024-09-01 14:18:04.129,0 days 02:10:20.210000,81,339.84222222221706,0 days 00:01:03.976000,10660,302,8,99,False,0,pos,4339.660103743689,0.7560274427651632,OnTrack,1543,1736,1884
497,2024-09-01 14:18:04.389,0 days 02:10:20.470000,81,340.57555555555064,0 days 00:01:04.236000,10672,303,8,99,False,0,pos,4361.689788269264,0.7598653115518051,OnTrack,1529,1585,1882
498,2024-09-01 14:18:04.476,0 days 02:10:20.557000,81,341.3088888888842,0 days 00:01:04.323000,10684,305,8,100,False,0,car,4369.064166666669,0.7611500279370731,OnTrack,1521,1501,1881
499,2024-09-01 14:18:04.716,0 days 02:10:20.797000,81,342.84222222221797,0 days 00:01:04.563000,10798,305,8,100,False,0,car,4389.397500000003,0.7646923694189856,OnTrack,1494,1209,1880
500,2024-09-01 14:18:04.749,0 days 02:10:20.830000,81,343.3699999999958,0 days 00:01:04.596000,10831,306,8,100,False,0,pos,4392.209069467233,0.7651821828199551,OnTrack,1492,1180,1880
501,2024-09-01 14:18:04.916,0 days 02:10:20.997000,81,343.8977777777736,0 days 00:01:04.763000,10865,308,8,100,False,0,car,4406.508611111114,0.76767335623983,OnTrack,1483,1087,1879
502,2024-09-01 14:18:05.069,0 days 02:10:21.150000,81,344.43111111110676,0 days 00:01:04.916000,10916,309,8,99,False,0,pos,4419.683282494336,0.7699685620571095,OnTrack,1476,1010,1879
503,2024-09-01 14:18:05.249,0 days 02:10:21.330000,81,344.96444444443995,0 days 00:01:05.096000,10967,310,8,99,False,0,pos,4435.264389780702,0.7726830015329105,OnTrack,1462,855,1878
504,2024-09-01 14:18:05.276,0 days 02:10:21.357000,81,345.4977777777731,0 days 00:01:05.123000,11018,311,8,99,False,0,car,4437.608611111114,0.773091396572001,OnTrack,1459,830,1877
505,2024-09-01 14:18:05.550,0 days 02:10:21.631000,81,346.0311111111064,0 days 00:01:05.397000,11029,312,8,99,False,0,pos,4461.495797466354,0.7772528672824438,OnTrack,1438,596,1876
506,2024-09-01 14:18:05.596,0 days 02:10:21.677000,81,346.5644444444397,0 days 00:01:05.443000,11040,314,8,100,False,0,car,4465.519722222225,0.7779538893602873,OnTrack,1434,556,1875
507,2024-09-01 14:18:05.810,0 days 02:10:21.891000,81,346.897777777773,0 days 00:01:05.657000,11083,314,8,99,False,0,pos,4484.2838241548525,0.7812228495232437,OnTrack,1417,370,1875
508,2024-09-01 14:18:05.970,0 days 02:10:22.051000,81,347.2311111111064,0 days 00:01:05.817000,11126,315,8,99,False,0,pos,4498.344665774365,0.7836724381727226,OnTrack,1404,230,1874
509,2024-09-01 14:18:05.996,0 days 02:10:22.077000,81,347.5644444444397,0 days 00:01:05.843000,11169,316,8,99,False,0,car,4500.630833333336,0.7840707194602017,OnTrack,1401,202,1873
510,2024-09-01 14:18:06.196,0 days 02:10:22.277000,81,347.9533333333284,0 days 00:01:06.043000,11189,317,8,100,False,0,car,4518.241944444448,0.787138813038798,OnTrack,1380,-33,1872
511,2024-09-01 14:18:06.230,0 days 02:10:22.311000,81,348.0866666666616,0 days 00:01:06.077000,11245,318,8,100,False,0,pos,4521.246333517854,0.7876622182212175,OnTrack,1377,-67,1872
512,2024-09-01 14:18:06.436,0 days 02:10:22.517000,81,348.2199999999948,0 days 00:01:06.283000,11301,319,8,100,False,0,car,4539.508611111114,0.7908437538018473,OnTrack,1364,-201,1871
513,2024-09-01 14:18:06.530,0 days 02:10:22.611000,81,348.279074074069,0 days 00:01:06.377000,11302,319,8,100,False,0,pos,4547.852545181558,0.7922973798893919,OnTrack,1359,-261,1871
514,2024-09-01 14:18:06.710,0 days 02:10:22.791000,81,348.33814814814315,0 days 00:01:06.557000,11303,319,8,100,False,0,pos,4563.853245327603,0.7950849181123583,OnTrack,1344,-421,1870
515,2024-09-01 14:18:06.755,0 days 02:10:22.836000,81,348.39722222221735,0 days 00:01:06.602000,11305,320,8,100,False,0,car,4567.86416666667,0.7957836748192465,OnTrack,1338,-477,1869
516,2024-09-01 14:18:06.950,0 days 02:10:23.031000,81,348.3583333333286,0 days 00:01:06.797000,11337,321,8,100,False,0,pos,4585.296475588925,0.7988206186399426,OnTrack,1313,-757,1868
517,2024-09-01 14:18:07.035,0 days 02:10:23.116000,81,348.3194444444398,0 days 00:01:06.882000,11369,322,8,100,False,0,car,4592.908611111115,0.8001467555297551,OnTrack,1304,-845,1867
518,2024-09-01 14:18:07.350,0 days 02:10:23.431000,81,347.87499999999545,0 days 00:01:07.197000,11369,322,8,100,False,0,pos,4621.154700267321,0.8050676060208941,OnTrack,1292,-989,1867
519,2024-09-01 14:18:07.435,0 days 02:10:23.516000,81,347.4305555555511,0 days 00:01:07.282000,11369,323,8,100,False,0,car,4628.797500000002,0.8063990850306167,OnTrack,1291,-995,1867
520,2024-09-01 14:18:07.530,0 days 02:10:23.611000,81,346.0046296296253,0 days 00:01:07.377000,11409,323,8,100,False,0,pos,4637.352975045323,0.8078895644150678,OnTrack,1289,-1020,1867
521,2024-09-01 14:18:07.690,0 days 02:10:23.771000,81,344.57870370369955,0 days 00:01:07.537000,11449,324,8,100,False,0,pos,4651.793924136146,0.8104053729233931,OnTrack,1276,-1163,1866
522,2024-09-01 14:18:07.875,0 days 02:10:23.956000,81,343.15277777777374,0 days 00:01:07.722000,11490,325,8,100,False,0,car,4668.519722222224,0.8133192330075767,OnTrack,1260,-1331,1865
523,2024-09-01 14:18:08.010,0 days 02:10:24.091000,81,341.61944444444043,0 days 00:01:07.857000,11500,325,8,100,False,0,pos,4680.741325445609,0.8154484014702161,OnTrack,1250,-1451,1865
524,2024-09-01 14:18:08.035,0 days 02:10:24.116000,81,340.08611111110713,0 days 00:01:07.882000,11510,326,8,100,False,0,car,4683.008611111114,0.8158433932766554,OnTrack,1247,-1473,1864
525,2024-09-01 14:18:08.190,0 days 02:10:24.271000,81,335.97129629629245,0 days 00:01:08.037000,11521,326,8,99,False,0,pos,4697.101750001946,0.8182986085473118,OnTrack,1235,-1614,1864
526,2024-09-01 14:18:08.350,0 days 02:10:24.431000,81,331.85648148147783,0 days 00:01:08.197000,11532,327,8,99,False,0,pos,4711.699826244818,0.8208417907291764,OnTrack,1221,-1758,1863
527,2024-09-01 14:18:08.475,0 days 02:10:24.556000,81,327.74166666666315,0 days 00:01:08.322000,11544,328,8,99,False,0,car,4723.097500000003,0.8228274195426336,OnTrack,1210,-1871,1862
528,2024-09-01 14:18:08.530,0 days 02:10:24.611000,81,324.8120370370337,0 days 00:01:08.377000,11554,328,8,99,False,0,pos,4728.108989998566,0.8237004888331959,OnTrack,1206,-1921,1862
529,2024-09-01 14:18:08.710,0 days 02:10:24.791000,81,321.8824074074043,0 days 00:01:08.557000,11565,328,8,99,False,0,pos,4744.504720746118,0.8265568467259822,OnTrack,1191,-2085,1861
530,2024-09-01 14:18:08.755,0 days 02:10:24.836000,81,318.9527777777748,0 days 00:01:08.602000,11576,328,8,99,False,0,car,4748.6086111111135,0.8272717998937106,OnTrack,1187,-2126,1860
531,2024-09-01 14:18:08.970,0 days 02:10:25.051000,81,314.8527777777749,0 days 00:01:08.817000,11582,328,8,99,False,0,pos,4768.253633222451,0.8306942282578781,OnTrack,1170,-2321,1860
532,2024-09-01 14:18:08.995,0 days 02:10:25.076000,81,310.752777777775,0 days 00:01:08.842000,11588,329,8,99,False,0,car,4770.541944444446,0.831092883000429,OnTrack,1167,-2343,1859
533,2024-09-01 14:18:09.190,0 days 02:10:25.271000,81,305.81388888888614,0 days 00:01:09.037000,11619,329,8,99,False,0,pos,4788.416114406959,0.8342068049863125,OnTrack,1151,-2522,1859
534,2024-09-01 14:18:09.275,0 days 02:10:25.356000,81,300.87499999999727,0 days 00:01:09.122000,11651,330,8,99,False,0,car,4796.208611111113,0.8355643632316956,OnTrack,1142,-2609,1858
535,2024-09-01 14:18:09.436,0 days 02:10:25.517000,81,294.97166666666453,0 days 00:01:09.283000,11666,330,8,100,False,0,car,4810.966944444446,0.8381354643646739,OnTrack,1126,-2781,1857
536,2024-09-01 14:18:09.470,0 days 02:10:25.551000,81,291.9938888888869,0 days 00:01:09.317000,11670,330,8,100,False,0,pos,4814.089783435367,0.8386795051236349,OnTrack,1124,-2814,1857
537,2024-09-01 14:18:09.596,0 days 02:10:25.677000,81,289.01611111110924,0 days 00:01:09.443000,11675,331,8,100,False,0,car,4825.678055555557,0.8406983387483088,OnTrack,1114,-2919,1856
538,2024-09-01 14:18:09.769,0 days 02:10:25.850000,81,283.8438888888868,0 days 00:01:09.616000,11688,331,8,100,False,0,pos,4841.580493993433,0.8434687584536554,OnTrack,1103,-3052,1855
539,2024-09-01 14:18:09.876,0 days 02:10:25.957000,81,278.67166666666435,0 days 00:01:09.723000,11702,331,8,100,False,0,car,4851.4225000000015,0.84518336891967,OnTrack,1094,-3145,1854
540,2024-09-01 14:18:10.089,0 days 02:10:26.170000,81,272.9383333333308,0 days 00:01:09.936000,11702,331,8,99,False,0,pos,4871.051585266002,0.8486030208699854,OnTrack,1076,-3346,1854
541,2024-09-01 14:18:10.196,0 days 02:10:26.277000,81,267.2049999999972,0 days 00:01:10.043000,11702,332,8,99,False,0,car,4880.933611111113,0.8503246033327627,OnTrack,1066,-3444,1853
542,2024-09-01 14:18:10.209,0 days 02:10:26.290000,81,264.33833333333087,0 days 00:01:10.056000,11715,332,8,99,False,0,pos,4882.1352806677005,0.8505339504106897,OnTrack,1065,-3456,1853
543,2024-09-01 14:18:10.356,0 days 02:10:26.437000,81,261.47166666666453,0 days 00:01:10.203000,11728,333,8,99,False,0,car,4895.733611111113,0.8529029633622202,OnTrack,1052,-3586,1852
544,2024-09-01 14:18:10.429,0 days 02:10:26.510000,81,256.72722222222,0 days 00:01:10.276000,11740,333,8,99,False,0,pos,4902.484904718114,0.8540791299556949,OnTrack,1046,-3658,1852
545,2024-09-01 14:18:10.636,0 days 02:10:26.717000,81,251.98277777777548,0 days 00:01:10.483000,11752,333,8,99,False,0,car,4921.633611111113,0.8574150934137711,OnTrack,1023,-3898,1851
546,2024-09-01 14:18:10.689,0 days 02:10:26.770000,81,247.47166666666408,0 days 00:01:10.536000,11681,333,8,70,False,0,pos,4926.5446957439335,0.8582706707325918,OnTrack,1018,-3953,1851
547,2024-09-01 14:18:10.916,0 days 02:10:26.997000,81,242.96055555555267,0 days 00:01:10.763000,11610,333,8,42,False,0,car,4947.533611111114,0.8619272234653219,OnTrack,1001,-4123,1850
548,2024-09-01 14:18:11.009,0 days 02:10:27.090000,81,239.96055555555267,0 days 00:01:10.856000,11413,329,8,21,False,0,pos,4956.0325145150455,0.8634078473052489,OnTrack,994,-4192,1850
549,2024-09-01 14:18:11.116,0 days 02:10:27.197000,81,236.96055555555267,0 days 00:01:10.963000,11216,325,8,0,True,0,car,4965.5891666666685,0.8650727452730309,OnTrack,983,-4284,1849
550,2024-09-01 14:18:11.149,0 days 02:10:27.230000,81,235.18277777777485,0 days 00:01:10.996000,10883,314,8,0,True,0,pos,4968.454522776483,0.8655719290340923,OnTrack,980,-4318,1849
551,2024-09-01 14:18:11.276,0 days 02:10:27.357000,81,233.40499999999702,0 days 00:01:11.123000,10551,303,8,0,True,0,car,4979.055833333336,0.86741882061515,OnTrack,961,-4477,1848
552,2024-09-01 14:18:11.449,0 days 02:10:27.530000,81,232.50870370370072,0 days 00:01:11.296000,10833,286,8,0,True,0,pos,4992.081741244382,0.8696881098249634,OnTrack,927,-4724,1848
553,2024-09-01 14:18:11.649,0 days 02:10:27.730000,81,231.61240740740445,0 days 00:01:11.496000,11115,270,8,0,True,0,pos,5005.6369566301755,0.8720496115507349,OnTrack,883,-4952,1847
554,2024-09-01 14:18:11.716,0 days 02:10:27.797000,81,230.71611111110815,0 days 00:01:11.563000,11398,254,7,0,True,0,car,5010.10027777778,0.872827182418682,OnTrack,871,-5004,1846
555,2024-09-01 14:18:11.876,0 days 02:10:27.957000,81,230.67166666666435,0 days 00:01:11.723000,11171,237,6,0,True,0,car,5020.633611111113,0.8746622314486562,OnTrack,853,-5077,1846
556,2024-09-01 14:18:12.110,0 days 02:10:28.191000,81,231.03833333333114,0 days 00:01:11.957000,11375,233,6,0,True,0,pos,5035.595571888592,0.877268807234532,OnTrack,825,-5163,1845
557,2024-09-01 14:18:12.116,0 days 02:10:28.197000,81,231.40499999999793,0 days 00:01:11.963000,11580,230,6,0,True,0,car,5035.966944444446,0.8773335053530491,OnTrack,823,-5166,1844
558,2024-09-01 14:18:12.230,0 days 02:10:28.311000,81,232.77537037036836,0 days 00:01:12.077000,11343,224,6,0,True,0,pos,5042.885547391848,0.8785388194948915,OnTrack,801,-5232,1844
559,2024-09-01 14:18:12.390,0 days 02:10:28.471000,81,234.1457407407388,0 days 00:01:12.237000,11107,218,6,0,True,0,pos,5052.213754501832,0.8801639192488705,OnTrack,765,-5320,1844
560,2024-09-01 14:18:12.516,0 days 02:10:28.597000,81,235.51611111110924,0 days 00:01:12.363000,10871,212,5,0,True,0,car,5059.522500000002,0.8814372014960296,OnTrack,732,-5384,1843
561,2024-09-01 14:18:12.676,0 days 02:10:28.757000,81,237.38277777777603,0 days 00:01:12.523000,10727,209,5,0,False,0,car,5068.81138888889,0.8830554514844878,OnTrack,686,-5460,1843
562,2024-09-01 14:18:12.730,0 days 02:10:28.811000,81,238.42722222222073,0 days 00:01:12.577000,10653,207,5,0,False,0,pos,5071.9186481666275,0.8835967780468446,OnTrack,669,-5485,1843
563,2024-09-01 14:18:12.836,0 days 02:10:28.917000,81,239.47166666666544,0 days 00:01:12.683000,10580,206,5,0,False,0,car,5077.966944444446,0.8846504730042124,OnTrack,632,-5530,1842
564,2024-09-01 14:18:12.890,0 days 02:10:28.971000,81,241.02722222222064,0 days 00:01:12.737000,10474,204,5,3,False,0,pos,5081.023383585835,0.8851829460119577,OnTrack,612,-5553,1843
565,2024-09-01 14:18:13.036,0 days 02:10:29.117000,81,242.58277777777585,0 days 00:01:12.883000,10368,202,5,7,False,0,car,5089.189166666668,0.8866055357893116,OnTrack,554,-5609,1843
566,2024-09-01 14:18:13.170,0 days 02:10:29.251000,81,244.3883333333315,0 days 00:01:13.017000,10449,199,5,13,False,0,pos,5096.530869822569,0.8878845597058869,OnTrack,497,-5655,1843
567,2024-09-01 14:18:13.236,0 days 02:10:29.317000,81,246.19388888888716,0 days 00:01:13.083000,10531,197,5,19,False,0,car,5100.133611111112,0.8885122059312152,OnTrack,467,-5675,1842
568,2024-09-01 14:18:13.290,0 days 02:10:29.371000,81,248.2024074074058,0 days 00:01:13.137000,10537,197,5,31,False,0,pos,5103.087491788412,0.8890268118683866,OnTrack,442,-5691,1842
569,2024-09-01 14:18:13.490,0 days 02:10:29.571000,81,250.21092592592444,0 days 00:01:13.337000,10543,197,5,44,False,0,pos,5114.050321787505,0.8909366850224001,OnTrack,345,-5740,1843
570,2024-09-01 14:18:13.555,0 days 02:10:29.636000,81,252.21944444444307,0 days 00:01:13.402000,10549,197,5,57,False,0,car,5117.590000000001,0.8915533448075516,OnTrack,312,-5752,1843
571,2024-09-01 14:18:13.755,0 days 02:10:29.836000,81,256.3305555555544,0 days 00:01:13.602000,10724,196,5,75,False,0,car,5128.47888888889,0.8934503364208161,OnTrack,207,-5783,1843
572,2024-09-01 14:18:13.790,0 days 02:10:29.871000,81,258.34537037036927,0 days 00:01:13.637000,10803,199,5,83,False,0,pos,5130.434113864563,0.893790963037429,OnTrack,188,-5787,1843
573,2024-09-01 14:18:13.970,0 days 02:10:30.051000,81,260.3601851851842,0 days 00:01:13.817000,10882,203,5,91,False,0,pos,5140.780402520643,0.8955934263566228,OnTrack,87,-5800,1843
574,2024-09-01 14:18:14.075,0 days 02:10:30.156000,81,262.3749999999991,0 days 00:01:13.922000,10962,207,5,99,False,0,car,5146.878888888889,0.8966558651060876,OnTrack,26,-5802,1843
575,2024-09-01 14:18:14.210,0 days 02:10:30.291000,81,263.93055555555446,0 days 00:01:14.057000,11115,208,5,99,False,0,pos,5154.70335820291,0.8980189934122356,OnTrack,-51,-5798,1843
576,2024-09-01 14:18:14.250,0 days 02:10:30.331000,81,265.4861111111098,0 days 00:01:14.097000,11269,209,5,99,False,0,pos,5157.038096444301,0.8984257363690498,OnTrack,-74,-5795,1843
577,2024-09-01 14:18:14.315,0 days 02:10:30.396000,81,267.04166666666515,0 days 00:01:14.162000,11423,210,5,99,False,0,car,5160.87888888889,0.8990948543231423,OnTrack,-112,-5789,1843
578,2024-09-01 14:18:14.470,0 days 02:10:30.551000,81,269.567592592591,0 days 00:01:14.317000,11089,214,5,99,False,0,pos,5170.271664052919,0.9007312027048053,OnTrack,-204,-5772,1844
579,2024-09-01 14:18:14.670,0 days 02:10:30.751000,81,272.0935185185169,0 days 00:01:14.517000,10755,218,5,99,False,0,pos,5182.777540320783,0.9029098953738867,OnTrack,-321,-5736,1844
580,2024-09-01 14:18:14.755,0 days 02:10:30.836000,81,274.6194444444427,0 days 00:01:14.602000,10422,223,6,99,False,0,car,5188.134444444446,0.9038431404734871,OnTrack,-375,-5714,1843
581,2024-09-01 14:18:14.950,0 days 02:10:31.031000,81,276.9527777777762,0 days 00:01:14.797000,10589,226,6,99,False,0,pos,5200.500486397954,0.9059974721150764,OnTrack,-509,-5650,1844
582,2024-09-01 14:18:15.035,0 days 02:10:31.116000,81,279.2861111111097,0 days 00:01:14.882000,10756,229,6,99,False,0,car,5205.945555555557,0.9069460767551842,OnTrack,-568,-5615,1843
583,2024-09-01 14:18:15.050,0 days 02:10:31.131000,81,281.4342592592578,0 days 00:01:14.897000,10881,231,6,99,False,0,pos,5206.910713201217,0.9071142202616501,OnTrack,-578,-5610,1844
584,2024-09-01 14:18:15.350,0 days 02:10:31.431000,81,283.5824074074059,0 days 00:01:15.197000,11006,233,6,99,False,0,pos,5226.4984758002,0.9105266732448745,OnTrack,-734,-5494,1845
585,2024-09-01 14:18:15.435,0 days 02:10:31.516000,81,285.730555555554,0 days 00:01:15.282000,11132,236,6,99,False,0,car,5232.167777777779,0.9115143422728417,OnTrack,-776,-5456,1845
586,2024-09-01 14:18:15.510,0 days 02:10:31.591000,81,287.4638888888876,0 days 00:01:15.357000,11268,240,6,99,False,0,pos,5237.217953885038,0.912394151206401,OnTrack,-813,-5422,1846
587,2024-09-01 14:18:15.675,0 days 02:10:31.756000,81,289.19722222222117,0 days 00:01:15.522000,11405,244,6,99,False,0,car,5248.434444444446,0.9143482154583717,OnTrack,-890,-5339,1845
588,2024-09-01 14:18:15.730,0 days 02:10:31.811000,81,291.2656944444434,0 days 00:01:15.577000,11490,245,6,99,False,0,pos,5252.180434640308,0.915000817579436,OnTrack,-915,-5313,1846
589,2024-09-01 14:18:15.956,0 days 02:10:32.037000,81,293.3341666666656,0 days 00:01:15.803000,11576,246,6,99,False,0,car,5267.636111111112,0.9176934053119055,OnTrack,-1006,-5200,1846
590,2024-09-01 14:18:16.010,0 days 02:10:32.091000,81,294.7508333333326,0 days 00:01:15.857000,11642,248,6,99,False,0,pos,5271.360786879743,0.9183422941716708,OnTrack,-1033,-5161,1847
591,2024-09-01 14:18:16.156,0 days 02:10:32.237000,81,296.16749999999956,0 days 00:01:16.003000,11708,250,6,100,False,0,car,5281.525000000001,0.9201130374716816,OnTrack,-1118,-5024,1846
592,2024-09-01 14:18:16.209,0 days 02:10:32.290000,81,297.4730555555552,0 days 00:01:16.056000,11218,253,6,99,False,0,pos,5285.264615716813,0.9207645290723412,OnTrack,-1145,-4981,1847
593,2024-09-01 14:18:16.356,0 days 02:10:32.437000,81,298.7786111111109,0 days 00:01:16.203000,10728,256,6,99,False,0,car,5295.747222222223,0.9225907408032926,OnTrack,-1187,-4905,1847
